caco3_flow_rate [kmol/hr],calciner_temp [Deg C],pellet_moisture_frac,air_mol_flow_rate [kmol/hr],RH_air,DAC_column_height [m],pellet_diameter [mm],DAC_ambient_temp [Deg C],e_voidage,capture_efficiency_%,SECC_$
97.64059127803246,947.1253034580254,0.3330403267897626,8829.740465644674,0.8983181630036184,9.155514286731396,1.0195106958745952,43.74186580128107,0.3557577185639232,49.81574630737305,-13.835405349731445
97.64553076343084,947.1253034580254,0.3332096987397664,8829.728139199486,0.8978128321595118,9.165188638062814,1.0159490222989527,43.74292837276787,0.3557543986048546,49.81574630737305,-13.835405349731445
97.86378772695306,919.9048399479825,0.06453134463113405,7118.821754018409,0.8704825743304889,9.997186954146121,1.0491911381067154,42.71476876933236,0.3531252598481798,65.62187957763672,10.950542449951172
97.92405106353584,919.9048399479825,0.06455526680794621,7118.821754018409,0.8704825743304889,9.997186954146121,1.0491911381067154,42.71698883384914,0.3531249034135188,65.62187957763672,10.950542449951172
97.80573825329735,947.1207143169743,0.3325113026778011,8829.60715492893,0.8999362732735982,9.29354001070139,1.0011762485354907,43.761773057998774,0.35576312468629456,51.70790100097656,-13.594644546508789
97.78965857648413,947.0083381792076,0.33249458202474974,8831.074459397256,0.8977965442572078,9.85257960563052,1.0239423264230858,43.70540376382999,0.3557577886948853,55.77372741699219,-13.546476364135742
97.8327765495361,919.6961949591473,0.06450438661144567,7117.219328643412,0.872091154923218,9.999902488053833,1.0598827162250988,43.70714627203079,0.35317058823388964,65.60396575927734,7.1726179122924805
97.83766317498502,919.0993925958668,0.06451603394516427,7114.636077243841,0.8707255710386858,9.995372816682497,1.0592442415351373,43.733018652413115,0.35306396265511736,65.58506774902344,5.6211323738098145
97.89804447789099,919.6961949591473,0.06460946276378562,7045.451161169853,0.8707301556287904,9.99532620851723,1.0601144173157413,43.72226296234922,0.3530592448444447,65.5784683227539,3.87498140335083
97.8160456241864,946.9627586806896,0.3332215174155821,8830.366082245175,0.8978191091079691,9.267953925892911,1.0041891142681432,43.73469123930332,0.3559644741886048,50.88359069824219,-13.807052612304688
97.88749087186241,936.7201139719073,0.0648010977616824,7041.801531089357,0.892163420122742,9.99624545973725,1.050062938190184,43.755274150996115,0.3531461917136341,65.37478637695312,-2.357818126678467
97.62101741993638,919.4028942534311,0.06514007164692,7041.773747983655,0.872017773509527,9.996710184619134,1.045518383874719,43.74094126093638,0.35314497424706537,65.55957794189453,2.3234896659851074
97.83426803680439,919.4477754041072,0.06420252927723996,7043.0942911735665,0.8967079430923731,9.98952405196955,1.0556135472728247,43.76550049953435,0.3530154077084213,65.47557067871094,-0.5049166679382324
97.87893265503068,936.7388290325252,0.06443372067885379,7041.624911435018,0.8998118367293417,9.845527582702339,1.0209445544013702,43.75587569019326,0.35296103312195254,64.3738021850586,-2.976439952850342
97.80670847497345,919.7339274947968,0.06459911965678614,7117.490151964099,0.8707209390361225,9.99961241889364,1.0570046559695265,43.71715845602955,0.3531008559233549,65.60396575927734,7.1726179122924805
97.66748192515809,919.6947913202408,0.06477175141780031,7042.829655346059,0.8982223967063978,9.966109289776258,1.047911185854465,43.72961630141544,0.35306396265511736,65.49445343017578,1.0465762615203857
97.90406195184369,919.8416998793795,0.06459705914809197,7044.70780462621,0.8703388117357714,9.999843661655278,1.0601465965552894,43.71715845602955,0.3531008559233549,65.5784683227539,3.87498140335083
97.83773580159135,919.0993925958668,0.06451603394516427,7105.147999481847,0.8707255710386858,9.995367137965143,1.0592442415351373,43.733018652413115,0.35306396265511736,65.58506774902344,5.6211323738098145
97.66543814456381,944.6859251295915,0.26619091046364607,7044.871355620082,0.8994931211338307,9.969268970150758,1.0101191985773157,43.72200872329892,0.3531431164227292,63.423152923583984,-3.091373920440674
97.8167829185853,944.876432986397,0.2928002041699326,7041.879559508512,0.8905707136502263,9.976866982969224,1.0034159927808601,43.77145563838242,0.3530112432788476,62.394859313964844,-5.013880729675293
97.86986046033954,944.876432986397,0.32847505321514153,7042.660824045845,0.8905707136502263,9.990301535317135,1.0464312910160358,43.77145563838242,0.35295828759430564,62.3438835144043,-6.19057559967041
