caco3_flow_rate [kmol/hr],calciner_temp [Deg C],pellet_moisture_frac,air_mol_flow_rate [kmol/hr],RH_air,DAC_column_height [m],pellet_diameter [mm],DAC_ambient_temp [Deg C],e_voidage,sim_index,Simulation_status,Failure_reason,Heat_duty[cal/sec],Brake_power[kW],calcium_hydroxide_pellet[kmol_per_hr],SCM_conversion_fraction,Ca(OH)2_conversion,mass_flow_co2_in[kg/hr],mass_flow_co2_out[kg/hr],DAC_inlet_press[atm]
28.823209409311136,938.2347461613596,0.2956811178872652,8512.034506861643,0.6023261730260743,2.230297687874482,4.493809942679302,34.688518638564105,0.4340801812816254,10.0,Success,,433084.89882515644,1806.0752,53.5029203,0.01335717441386952,0.0013681808718786909,129.933354,128.197812,1.2253341095966288
32.12147247442527,935.4958955986888,0.4960319379907137,8626.789327342802,0.3131133262710198,3.1945374926039163,1.5467414082310955,20.87865377721426,0.3728843416761959,11.0,Success,,481992.85665968666,8215.76157,65.1365946,0.042572854314320514,0.003912988550730488,129.933354,124.40172,2.236901283856115
14.14622078054129,900.6962216874613,0.4175862733359771,7675.9957029730995,0.2037774860915268,5.961624567163203,2.931014669168458,26.567546883161118,0.3744764982245604,12.0,Success,,208638.7225756597,6925.9405,28.2918756,0.023927832923285215,0.004993835007635744,129.933354,126.82433,1.997641507526971
88.62422819925878,896.2491585614669,0.0926979191106217,8777.119821874705,0.580254657017051,2.382036364645219,2.707200875444679,34.962501431621945,0.436955091743705,13.0,Success,,1304196.12000386,3089.7582,119.270607,0.03518755882320918,0.0011722167600559856,129.933354,125.361317,1.39415741184424
34.42151198620762,909.846662316971,0.0671395169677498,7913.477009868768,0.8831486596592458,5.386067199031463,5.92463154027409,38.55417627805814,0.3525826440462289,14.0,Success,,509991.8269546203,4196.26114,43.2855102,0.04707203514243602,0.004037423313188167,129.933354,123.817127,1.5524968208440357
43.17075784750198,895.0204422247323,0.3496663304121597,8096.758663223181,0.1603034690909655,3.9905637045658695,5.5932240591165705,43.36533200577341,0.4327662065406931,15.0,Success,,634911.9075383008,2034.15103,83.5338599,0.008828824798677961,0.0006037880049238378,129.933354,128.786195,1.2541985659005275
40.71365318809054,932.203619509286,0.2225007217738144,8633.598777450052,0.4662262462106873,6.367095901164615,5.68715321852639,36.30283197894983,0.4058963409919092,16.0,Success,,609930.842312869,4337.80774,69.672169,0.02210543738504819,0.0016029880833659592,129.933354,127.06112,1.5736393613626118
48.479424151239805,937.9395322323016,0.1622249926892109,8032.215938574838,0.6907931471747696,2.1640518622467435,1.8192334204912832,21.02433433783757,0.3909167261958965,17.0,Success,,728324.7512977615,4984.82417,75.5693255,0.06358697331388845,0.003872415544923891,129.933354,121.671285,1.672914144075167
35.89829970078635,895.7797774969358,0.3504548330807034,8959.325595847524,0.39030560745954,8.741568851592202,1.3667402777598967,15.32855728922537,0.3573371892874418,18.0,Success,,528156.3098996537,15797.1456,69.4968158,0.16651100421894782,0.013694315064206465,129.933354,108.298021,4.0778662274325255
37.428245066111806,893.3678564496054,0.4341625276304345,7408.791622149851,0.6141491559131692,6.502803751327248,2.8000346565270187,30.248408801829413,0.3908410356345948,19.0,Success,,550002.2395775865,7470.75463,75.2331643,0.06650490863843327,0.005245966232399148,129.933354,121.292148,2.096341522318306
74.61852246669686,948.314902910562,0.1741513761252964,7943.061947178489,0.561256718231192,5.502768226028628,2.684665192141483,34.79742363632559,0.4064775645807864,20.0,Success,,1126749.6290275229,6621.8923,118.742923,0.0721381223431959,0.0028542331309812895,129.933354,120.560206,1.9440307316715992
30.281878409988483,903.8579920099708,0.2548559665829522,7314.322258304706,0.2063046453293637,4.222382219227618,1.612821507690192,15.22910774204943,0.4357386761781057,21.0,Success,,447323.5579565173,5859.80977,53.9259711,0.041508648441327234,0.0040469425181496104,129.933354,124.539996,1.814193440363728
70.36030791523373,937.1648914360236,0.2746819707479923,8596.414861043526,0.8792721882282165,5.613368111342763,3.768118471419508,44.01191847190913,0.3602607434347467,22.0,Success,,1056646.6445299208,5975.28722,127.995954,0.09205219325334602,0.0038625815672759384,129.933354,117.972704,1.8334558980850653
49.332384023642526,941.866081863384,0.186429228664337,7558.737704662468,0.3090319151932939,8.304729108304599,3.400890343062808,23.21685253282866,0.4218419105450985,23.0,Success,,742571.4839419717,6111.83265,80.0966284,0.042381714072025456,0.002536399554424753,129.933354,124.426556,1.856421072599388
